post,reply,comment,sentiment,score,time_comment,company,channel
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Good afternoon Mr Bezos Thanks for all you do I have been a customer of Amazon for several years I saw your thank you to Amazon staff and customers without whom your recent trip to space would not have been possible I wanted to personally reach out to you to say that you are very welcome Keep up the great work,5 stars,5,2021-07-21,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congratulations The future has arrived,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,To Jeff Bezos Sir Richard Branson Elon Musk You three have become for the first time in my almost 72 years of living the only reason for true jealousy for great wealth for my first time Due to being in chronic pain the aftermath of saving some people s lives I have written called and texted NASA many times Always volunteering myself as a guinea pig for space medicine for relief of constant chronic pain If you ve ever experienced pain from an operation an accident etc then try to add to that experience of pain it never letting up and only growing thru time You nightly grind your teeth to stubs creating bills you can t pay for but you re also a guinea pig for chemistry experiments with companies Sometimes creating medicines like Oxycontin that can change your life for the better only to have it removed due to those who misuse them along with jaded politicians adding in their voices to piggy back themselves to so called experts or call themselves salvation s on a subject they know nothing about So I thank you for spending your money in a worthwhile project Having said that perhaps if you all paid some tax money maybe you could also improve here along with a future not for me but my grandchildren,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congratulations everyone It was awesome to watch history being made,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Yea then the man made such an absurd statement on CNN to Anderson Cooper about moving industrial companies that pollute 🌎 to space so they can pollute space Let s surround us in pollution Crazy How are people even allowing this,1 star,1,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congrats to the whole team of New shepard ♥️ loved watching it Is there any media address by the crew that we can watch The livestreaming has stopped,1 star,1,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,And why is it such a big hurry all of a sudden to go to space when the earth is going to hell right now Just for someone s ego The amount of human and monetary capital wasted on something that could be pushed to the right for centuries is just blatantly stupid and asinine The Earth is our only survivable spot in the universe and is currently being abused by overpopulation and pollution at unsustainable levels The day of reckoning is generations away if not in this generation The pipe dream vision by Bezos Musk and Branson to populate unhospitable environments we will not see happen in a thousand years of effort It is like saying Star Wars will be reality Not,1 star,1,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congratulations to Blue Origin and the New Shepard crew,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,I love the sentimental connection to the launch date and the name of the capsule Respect to the space program of the past in many ways Here’s to fulfilling dreams,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,We did not make the drive but I have been up since 4 00 AM watching this thing This is in part of Rio Grand Electric Coops Service area,3 stars,3,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Reminds me of that scene from Austin Powers What is it son I don t know sir it looks like a giant,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Awesome A great move forward for everyone even though some refuse to realize it 🙏🏼🇺🇸,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,So glad that Jeff Bezos s middle age crisis is still on display for the world to see Yes go to space on the back of his employees,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Watching live right now At least your live feed is working unlike virgins who s didn t start broadcasting until after the actual launch Good luck all 👍,1 star,1,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,BRAVO ❤ I think i ll take a ride to Space before I journey to The Next Universe c Beth Emerson The Next Universe the ultimate place The Next Universe you won t its gonna be better The Next Universe you won t need your sweater You won t need your books and you won t need those dirty looks cause The Next Universe is gonna be better YAY Congrats So Inpirational One World Spaceship Earth and its environs,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,After thanking Amazon workers for making this flight possible this richest man in the world Bezos maybe ought to look at paying and treating his employees better,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congratulations Blue Origin That smile on Wally Funk s face was priceless too,1 star,1,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,The launch and landing were great New Shepard is a very powerful and impressive reusable rocket It opens a new era in Space exploration,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Not first in human in flight or space That belong to Yuri Gagarin on April 12 1961 Second was Alan Shepherd on May 5 1961 This brings discredit to Blue Origin in the fact they are falsifying history It is a false bravado that shows extreme egocentric thinking While they barely made it into space they are nowhere near the first with NASA alone having over 400 astronauts,1 star,1,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,I ve been addicted to space travel since Sputnik days This was a fabulous site to witness via TV,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congratulations on a most successful flight and all the hard work that went into making this happen,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Wow that was so AWESOME I watched the space launch from my office computer Congrats everyone ❤,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,I’ll be watching the take off The capsule is too tiny hopefully they are vaccinated Fly away and have a safe trip and soft landing back to the ranch,2 stars,2,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Good luck to you and your flight I would love to be a passenger in the next one,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,If you re starting a Trek to the Stars this was crying out for someone to step out of the caspule wearing Vulcan ears and give the salute 👩‍🚀👽,1 star,1,2021-07-21,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,I think technically SpaceX Inspiration Crew 1 are actually going to be Astronauts 🤞💀,3 stars,3,2021-08-03,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congratulations to you all for an amazing textbook launch and landing Great job,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Most incredible thing I’ve ever seen and what a tribute to Wally to be part of it ❤️ he just made history and paving our future,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Bienvenidos Blue Origin Welcome to our beautiful desert We share in the excitement of your launch and travel into space and look forward to the future of space flight that you’re pioneering,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Historic moment Where will this lead us to in 50 years,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,The news anchors on CBS talked over the astronauts conversations Walter Cronkite knew the importance of listening,4 stars,4,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,So great they this today Go Blue Origin,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Space is something i have always dreamed of since i was a small boy congrats,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,I just want to thank all of my Amazon employees who without their poverty level wages and substandard working conditions I could not have afforded my narcissistic billion dollar 4 minute space jaunt,1 star,1,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Good Dreamers are always Achievers All the best,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congratulations Blue Origin,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Hold was short Better safe than sorry,3 stars,3,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Fantastic flight guys 👏 From Brisbane Australia 🇦🇺 wow just awesome 🤘,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congratulations Blue Origin you did it Great Job,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congrats 🍾 Great to testify new era for humanity,5 stars,5,2021-07-21,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Great flight blue origin and crew,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,BLUE Origin are GO,3 stars,3,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Thankful for a safe flight for everyone,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congratulations on your historic flight,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,That was awesome to view on TV I can t even imagine what it had to been like inside that capsule I hope I get to find out one day 🚀🌍🌐,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Safe journey Jeff and team 👍👍,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Very impressive The awards to Van Jones and Jose Andreas had my husband and I in tears,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Awesome work Blue Origin congratulations Jeff and crew,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Live from six flags Texas,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Been there and feel very lucky son in law showed me around Just wow,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,I think I would prefer virgin galactic,3 stars,3,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,I NOMINATE VALENTINA TERASHKOVA for Blue Origin s next flight At 84 she s hale and hearty and deserves her shot a re claiming her record Her 48 orbit Vostok 6 flight set multiple records in 1963 Call Sign Seagull should fly once more,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,YOU DID IT,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,exciting time best of luck,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Same thing my husband said 😂😂,1 star,1,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congratulations,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congratulations guys� Glad that everything went well,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congratulations,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congratulations,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Would have been more exciting if you didn t have 3 cackling women reporters talking over each other the entire time CBSN has no clue of what happened today,2 stars,2,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Well congrats to Wally Glad everything went well for you and you finally got there As for you BO I d just like to say 2 1 y e a r s 🙄🤦‍♀️,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,This is an amazing day,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Amazing,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congratulations,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,That was amazing Thank you so much for the ride from home,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congratulations on a beautiful flight,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congratulations 🎉🎉🎉,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congratulations,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Watching with excitement,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,It’s a go,4 stars,4,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,,2 stars,2,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Only white people on this flight Good job Jeff,4 stars,4,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,,2 stars,2,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Best of luck,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Go Blue,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Jeff Bezos what a great man to choose Wally Funk to fulfill her lifelong dream 🙂 What a great crew Happy Lift off 🚀,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Good luck guys Salute,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Piumona On space ♥️🚀,4 stars,4,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Lets go Space 🚀🚀🚀,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,SAFE FLIGHT,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Good luck,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Love this GODSPEED,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Congratulations Bezos 🎉🎊🚀🚀🚀🚀🚀,1 star,1,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Reminds me of an Austin Powers movie,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,the blonde reporter is hot,4 stars,4,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,God Speed safe journey,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,,2 stars,2,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Who dares WINS Go Go Go,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Good luck Jeff,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Good luck,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Fly Wally Fly 👩🏼‍🚀🚀♥️,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,🤗💙Good luck,1 star,1,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Marcy Carney this happens this morning for kids,5 stars,5,2021-07-20,bo,facebook
is on the pad The launch team completed vehicle rollout this morning and final preparations are underway Liftoff is targeted for 8 00 am CDT 13 00 UTC Live broadcast begins at T 90 minutes on BlueOrigin com,283.0,Big congratulations to all involved Great flight,5 stars,5,2021-07-20,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Hooray for Wally Funk,4 stars,4,2021-07-19,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Safe Travels bring me back a T Shirt,5 stars,5,2021-07-19,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Good luck team Blue origin,5 stars,5,2021-07-19,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Congratulations and this is just the beginning,5 stars,5,2021-07-20,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Nice boots Go Blue,5 stars,5,2021-07-19,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,You did it the old fashion way I know someone that can help you to do it the new way like in 15 minutes you can be and see the sun outside of its bubble,5 stars,5,2021-07-20,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Congratulations great day for space travel,5 stars,5,2021-07-20,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,is excited to be your launching pad site,5 stars,5,2021-07-19,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,Safe Journey I will be watching and celebrating with you ❤,5 stars,5,2021-07-19,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,I don’t know who these other 3 people are but I know at least one of them is NOT an astronaut 🙄🙄🙄,1 star,1,2021-07-19,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,They re not really technically of astronaut status but space travellers Good luck and have a safe flight,3 stars,3,2021-07-19,bo,facebook
Our astronauts have completed training and are a go for launch,646.0,So happy for Wally Well deserved 🥰❤️,5 stars,5,2021-07-20,bo,facebook
